Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE,Order_ID,Order_Date,Order_Value,Order_Due_Date,Order_Status,Billing_Date,Payment_Date,Downtime_Minutes,Downtime_Hours,Downtime_Reason,MTBF,MTTR,Fulfillment_Status,Fulfillment_Days
2023-06-15,P04,Bengaluru,M008,Lathe,Engine Parts,Morning,996,415332,1036,97,86,96,77.16,ORD7152,2023-06-12,573373,2023-06-19,Produced,,,15,0.25,Material Shortage,122,41,Delayed,10
2023-06-15,P04,Bengaluru,M009,Drill,Suspension,Morning,750,309750,832,90,87,96,60.68,,,,,,,,56,0.933333333,Software Issue,117,16,,
2023-06-15,P04,Bengaluru,M010,Welder,Suspension,Morning,1012,372416,965,86,92,98,69.17,,,,,,,,14,0.233333333,Calibration,165,28,,
2023-06-15,P04,Bengaluru,M011,Milling,Chassis,Morning,1143,403479,1182,98,93,96,81.38,,,,,,,,21,0.35,Material Shortage,116,31,,
2023-06-15,P04,Bengaluru,M012,Grinder,Exhaust,Night,1045,376200,1081,76,92,95,65.6,ORD7153,2023-06-08,240283,2023-06-17,Processing,,,28,0.466666667,Quality Check,175,36,Delayed,17
2023-06-15,P04,Bengaluru,M013,Grinder,Engine Parts,Night,869,307626,874,90,83,97,65.57,,,,,,,,28,0.466666667,Software Issue,131,34,,
2023-06-15,P04,Bengaluru,M014,CNC,Transmission,Night,1026,360126,982,90,83,96,71.64,,,,,,,,21,0.35,Quality Check,153,20,,
2023-06-15,P04,Bengaluru,M015,Lathe,Brakes,Morning,1043,395297,1146,97,87,96,65.16,,,,,,,,59,0.983333333,Mechanical Failure,129,32,,
2023-06-15,P04,Bengaluru,M016,Lathe,Chassis,Morning,1146,468714,1191,87,94,96,69.77,,,,,,,,20,0.333333333,Electrical Fault,200,18,,
2023-06-15,P04,Bengaluru,M017,Lathe,Engine Parts,Morning,1031,412400,1008,95,86,97,68.38,,,,,,,,27,0.45,Software Issue,195,44,,
2023-06-15,P04,Bengaluru,M018,Milling,Engine Parts,Morning,784,285376,869,86,97,96,68.26,ORD7154,2023-06-08,399139,2023-06-18,Shipped,,,30,0.5,Mechanical Failure,200,27,OnTime,7
2023-06-15,P04,Bengaluru,M019,Press,Exhaust,Morning,930,367350,951,88,86,96,65.06,ORD7155,2023-06-09,239542,2023-06-17,Shipped,,,58,0.966666667,Operator Error,198,31,OnTime,6
2023-06-15,P04,Bengaluru,M020,CNC,Engine Parts,Night,1026,388854,1153,90,88,96,72.16,,,,,,,,35,0.583333333,Material Shortage,200,36,,
2023-06-15,P04,Bengaluru,M021,Drill,Exhaust,Morning,837,296298,947,89,89,97,74.77,,,,,,,,29,0.483333333,Material Shortage,140,41,,
2023-06-15,P04,Bengaluru,M022,Lathe,Brakes,Morning,728,264992,820,93,89,98,75.57,,,,,,,,33,0.55,Tool Change,116,30,,
2023-06-15,P04,Bengaluru,M023,Press,Brakes,Night,1121,392350,1161,85,87,96,68.42,,,,,,,,40,0.666666667,Power Outage,110,21,,
2023-06-15,P04,Bengaluru,M024,Press,Suspension,Morning,754,307632,833,87,85,97,61.54,,,,,,,,46,0.766666667,Tool Change,197,26,,
2023-06-15,P04,Bengaluru,M025,Lathe,Transmission,Morning,837,323919,846,98,85,97,65.24,,,,,,,,52,0.866666667,Preventive Maintenance,144,35,,
2023-06-15,P05,Delhi,M001,Grinder,Suspension,Night,1051,439318,1093,78,82,95,53.41,,,,,,,,47,0.783333333,Preventive Maintenance,101,18,,
2023-06-15,P05,Delhi,M002,Drill,Transmission,Morning,819,339885,943,92,85,99,75.45,,,,,,,,17,0.283333333,Operator Error,176,37,,
2023-06-15,P05,Delhi,M003,Lathe,Exhaust,Night,982,349592,957,85,83,98,63.15,,,,,,,,23,0.383333333,Material Shortage,125,15,,
2023-06-15,P05,Delhi,M004,Drill,Chassis,Night,1073,394864,1101,87,81,98,62.84,,,,,,,,14,0.233333333,Preventive Maintenance,122,37,,
2023-06-15,P05,Delhi,M005,Drill,Suspension,Morning,878,359102,890,98,86,97,72.26,,,,,,,,41,0.683333333,Preventive Maintenance,160,22,,
2023-06-15,P05,Delhi,M006,Milling,Exhaust,Morning,1037,417911,1139,91,86,99,65.83,,,,,,,,58,0.966666667,Operator Error,189,37,,
2023-06-15,P05,Delhi,M007,Grinder,Exhaust,Morning,909,369963,900,85,85,98,69.36,,,,,,,,32,0.533333333,Mechanical Failure,138,35,,
2023-06-15,P05,Delhi,M008,Grinder,Suspension,Night,1106,407008,1158,82,81,98,56.29,,,,,,,,57,0.95,Mechanical Failure,155,21,,
2023-06-15,P05,Delhi,M009,CNC,Chassis,Morning,950,344850,1091,98,89,96,78.09,,,,,,,,32,0.533333333,Tool Change,192,44,,
2023-06-15,P05,Delhi,M010,Grinder,Suspension,Morning,834,331098,851,95,92,96,69.12,ORD7156,2023-06-08,572792,2023-06-13,Produced,,,44,0.733333333,Operator Error,134,17,Delayed,16
2023-06-15,P05,Delhi,M011,Milling,Chassis,Morning,813,296745,948,88,93,98,66.8,ORD7157,2023-06-14,427734,2023-06-22,Shipped,,,47,0.783333333,Quality Check,157,19,OnTime,1
2023-06-15,P05,Delhi,M012,CNC,Exhaust,Morning,945,378000,1041,91,90,98,73.12,ORD7158,2023-06-09,299158,2023-06-19,Billed,2023-06-12,,52,0.866666667,Electrical Fault,180,22,OnTime,6
2023-06-15,P05,Delhi,M013,Milling,Brakes,Night,1212,479952,1180,82,84,97,61.35,,,,,,,,46,0.766666667,Material Shortage,194,30,,
2023-06-15,P05,Delhi,M014,Milling,Exhaust,Night,1013,355563,1046,81,87,96,60.4,ORD7159,2023-06-10,348336,2023-06-20,Paid,2023-06-12,2023-06-16,36,0.6,Preventive Maintenance,168,29,OnTime,5
2023-06-15,P05,Delhi,M015,Grinder,Suspension,Night,1118,466206,1088,75,86,98,61.99,,,,,,,,24,0.4,Power Outage,119,45,,
2023-06-15,P05,Delhi,M016,CNC,Transmission,Morning,1067,432135,1199,90,88,97,64.8,,,,,,,,58,0.966666667,Quality Check,131,28,,
2023-06-15,P05,Delhi,M017,Grinder,Chassis,Night,1011,381147,1064,80,80,96,58.11,ORD7160,2023-06-14,340985,2023-06-20,Billed,2023-06-14,,49,0.816666667,Tool Change,133,36,OnTime,1
2023-06-15,P05,Delhi,M018,Lathe,Exhaust,Night,955,395370,1123,75,83,97,57.73,ORD7161,2023-06-09,324041,2023-06-19,Shipped,,,44,0.733333333,Mechanical Failure,162,31,OnTime,6
2023-06-15,P05,Delhi,M019,Press,Suspension,Night,900,376200,884,81,79,95,58.35,,,,,,,,34,0.566666667,Mechanical Failure,117,24,,
2023-06-15,P05,Delhi,M020,Welder,Exhaust,Night,909,381780,1012,79,78,96,53.13,,,,,,,,20,0.333333333,Calibration,199,32,,
2023-06-15,P05,Delhi,M021,Welder,Chassis,Morning,1025,393600,1156,98,89,98,82.67,,,,,,,,31,0.516666667,Power Outage,110,32,,
2023-06-15,P05,Delhi,M022,Milling,Brakes,Morning,1135,426760,1128,92,93,99,76.97,,,,,,,,20,0.333333333,Material Shortage,128,43,,
2023-06-15,P05,Delhi,M023,Grinder,Engine Parts,Night,1050,417900,1042,88,81,95,61.1,,,,,,,,53,0.883333333,Software Issue,182,40,,
2023-06-15,P05,Delhi,M024,Press,Engine Parts,Morning,876,308352,836,98,86,97,82.43,,,,,,,,17,0.283333333,Quality Check,194,38,,
2023-06-15,P05,Delhi,M025,Lathe,Exhaust,Morning,877,363955,980,94,97,98,78.63,,,,,,,,47,0.783333333,Material Shortage,162,37,,
2023-06-16,P01,Pune,M001,Milling,Engine Parts,Morning,912,370272,929,92,87,96,70.11,,,,,,,,34,0.566666667,Software Issue,119,35,,
2023-06-16,P01,Pune,M002,Drill,Exhaust,Night,1010,411070,1112,83,78,98,57.66,ORD7162,2023-06-15,417552,2023-06-21,Billed,2023-06-13,,53,0.883333333,Quality Check,168,39,OnTime,1
2023-06-16,P01,Pune,M003,Welder,Suspension,Night,1198,458834,1185,88,80,96,61.59,,,,,,,,33,0.55,Software Issue,114,21,,
2023-06-16,P01,Pune,M004,Lathe,Engine Parts,Morning,1106,437976,1086,88,93,96,72.42,,,,,,,,36,0.6,Tool Change,110,27,,
2023-06-16,P01,Pune,M005,Milling,Transmission,Morning,707,262297,1179,91,89,99,54.95,,,,,,,,177,2.95,Preventive Maintenance,118,37,,
2023-06-16,P01,Pune,M006,Welder,Suspension,Night,915,322080,990,78,88,95,53.87,,,,,,,,42,0.7,Power Outage,100,40,,
2023-06-16,P01,Pune,M007,Welder,Exhaust,Night,997,398800,972,83,85,98,62.2,,,,,,,,38,0.633333333,Preventive Maintenance,138,35,,
2023-06-16,P01,Pune,M008,Press,Exhaust,Night,1125,447750,1089,90,82,98,65.24,,,,,,,,17,0.283333333,Calibration,152,30,,
2023-06-16,P01,Pune,M009,Welder,Transmission,Night,1091,424399,1150,81,90,98,70.64,,,,,,,,24,0.4,Material Shortage,199,42,,
2023-06-16,P01,Pune,M010,Press,Transmission,Night,888,344544,938,86,82,95,59.45,,,,,,,,25,0.416666667,Electrical Fault,142,17,,
2023-06-16,P01,Pune,M011,Welder,Brakes,Morning,1022,420042,1192,98,95,99,84.3,,,,,,,,25,0.416666667,Electrical Fault,176,41,,
2023-06-16,P01,Pune,M012,Press,Suspension,Morning,1058,417910,1009,87,85,97,63.87,,,,,,,,24,0.4,Software Issue,169,23,,
2023-06-16,P01,Pune,M013,Milling,Transmission,Morning,821,324295,846,93,92,99,79.27,,,,,,,,17,0.283333333,Preventive Maintenance,184,44,,
2023-06-16,P01,Pune,M014,Welder,Brakes,Morning,1169,458248,1177,87,92,96,65.86,,,,,,,,53,0.883333333,Mechanical Failure,151,21,,
2023-06-16,P01,Pune,M015,Welder,Suspension,Night,944,373824,978,88,90,96,67.53,,,,,,,,14,0.233333333,Operator Error,133,18,,
2023-06-16,P01,Pune,M016,Press,Suspension,Morning,1189,433985,1146,86,91,99,67.18,,,,,,,,44,0.733333333,Calibration,145,25,,
2023-06-16,P01,Pune,M017,CNC,Engine Parts,Night,841,313693,940,78,84,98,61.03,,,,,,,,30,0.5,Software Issue,181,34,,
2023-06-16,P01,Pune,M018,CNC,Suspension,Night,935,350625,1051,77,79,95,49.53,,,,,,,,56,0.933333333,Calibration,128,44,,
2023-06-16,P01,Pune,M019,Drill,Chassis,Morning,920,370760,1036,88,95,98,70.07,ORD7163,2023-06-12,389600,2023-06-19,Processing,,,52,0.866666667,Mechanical Failure,118,24,Delayed,11
2023-06-16,P01,Pune,M020,Lathe,Suspension,Night,867,340731,854,76,92,98,64.34,ORD7164,2023-06-12,480587,2023-06-19,Billed,2023-06-15,,48,0.8,Quality Check,121,32,OnTime,4
2023-06-16,P01,Pune,M021,Press,Exhaust,Morning,1153,450823,1120,97,96,98,79.92,,,,,,,,17,0.283333333,Electrical Fault,136,42,,
2023-06-16,P01,Pune,M022,Grinder,Engine Parts,Morning,1100,386100,1082,90,96,97,81.04,,,,,,,,16,0.266666667,Preventive Maintenance,138,38,,
2023-06-16,P01,Pune,M023,Press,Transmission,Morning,1039,420795,1045,87,85,97,61.94,,,,,,,,57,0.95,Power Outage,183,22,,
2023-06-16,P01,Pune,M024,CNC,Engine Parts,Morning,939,334284,1090,96,87,96,71.73,,,,,,,,54,0.9,Material Shortage,102,23,,
2023-06-16,P01,Pune,M025,Drill,Chassis,Night,899,332630,939,86,82,98,61.46,,,,,,,,16,0.266666667,Preventive Maintenance,123,28,,
2023-06-16,P02,Chennai,M001,Milling,Chassis,Morning,899,346115,936,98,92,99,79.26,,,,,,,,53,0.883333333,Electrical Fault,175,22,,
2023-06-16,P02,Chennai,M002,Welder,Brakes,Night,954,352980,978,84,89,96,66.08,,,,,,,,30,0.5,Power Outage,112,25,,
2023-06-16,P02,Chennai,M003,Press,Suspension,Morning,1004,372484,1075,87,97,96,81.1,ORD7165,2023-06-10,235852,2023-06-16,Produced,,,19,0.316666667,Mechanical Failure,184,20,Delayed,15
2023-06-16,P02,Chennai,M004,Milling,Engine Parts,Night,909,379962,989,85,91,96,66.84,,,,,,,,29,0.483333333,Preventive Maintenance,146,20,,
2023-06-16,P02,Chennai,M005,CNC,Chassis,Night,955,381045,956,80,81,98,57.59,,,,,,,,56,0.933333333,Mechanical Failure,191,21,,
2023-06-16,P02,Chennai,M006,Press,Chassis,Morning,929,376245,1005,97,96,97,76.4,ORD7166,2023-06-09,303382,2023-06-17,Produced,,,58,0.966666667,Power Outage,180,42,Delayed,13
2023-06-16,P02,Chennai,M007,Drill,Brakes,Night,1145,455710,1092,78,89,96,60.5,ORD7167,2023-06-09,355829,2023-06-16,Processing,,,21,0.35,Tool Change,164,27,Delayed,17
2023-06-16,P02,Chennai,M008,Lathe,Exhaust,Night,788,328596,913,79,87,97,57.69,,,,,,,,27,0.45,Quality Check,182,21,,
2023-06-16,P02,Chennai,M009,Grinder,Engine Parts,Morning,954,364428,915,98,88,98,73.63,ORD7168,2023-06-13,202161,2023-06-22,Produced,,,58,0.966666667,Tool Change,139,26,Delayed,11
2023-06-16,P02,Chennai,M010,Welder,Suspension,Night,995,372130,1152,82,85,96,57.72,,,,,,,,58,0.966666667,Calibration,122,34,,
2023-06-16,P02,Chennai,M011,Press,Transmission,Night,1091,384032,1091,85,89,95,65.39,,,,,,,,33,0.55,Quality Check,144,32,,
2023-06-16,P02,Chennai,M012,CNC,Transmission,Morning,1057,427028,1151,87,91,97,73.12,,,,,,,,32,0.533333333,Material Shortage,148,23,,
2023-06-16,P02,Chennai,M013,Grinder,Engine Parts,Night,873,324756,857,78,90,96,61.17,,,,,,,,56,0.933333333,Mechanical Failure,164,24,,
2023-06-16,P02,Chennai,M014,Drill,Exhaust,Night,1066,445588,1037,80,85,95,56.9,,,,,,,,56,0.933333333,Mechanical Failure,164,16,,
2023-06-16,P02,Chennai,M015,Lathe,Exhaust,Night,1098,430416,1168,84,81,97,60.1,,,,,,,,23,0.383333333,Power Outage,144,17,,
2023-06-16,P02,Chennai,M016,Press,Suspension,Morning,981,348255,1106,87,87,98,71.35,,,,,,,,33,0.55,Power Outage,153,43,,
2023-06-16,P02,Chennai,M017,CNC,Brakes,Morning,903,322371,922,96,87,99,68.61,ORD7169,2023-06-15,480275,2023-06-20,Processing,,,60,1,Quality Check,119,16,Delayed,11
2023-06-16,P02,Chennai,M018,Milling,Suspension,Morning,856,324424,844,98,91,97,81.09,ORD7170,2023-06-15,370728,2023-06-23,Billed,2023-06-14,,34,0.566666667,Power Outage,139,31,OnTime,1
2023-06-16,P02,Chennai,M019,Milling,Engine Parts,Morning,922,350360,999,98,95,99,81.39,,,,,,,,10,0.166666667,Software Issue,173,34,,
2023-06-16,P02,Chennai,M020,Drill,Transmission,Night,809,336544,882,83,80,97,53.68,,,,,,,,43,0.716666667,Quality Check,143,19,,
2023-06-16,P02,Chennai,M021,Lathe,Exhaust,Night,787,283320,858,83,82,95,60.15,ORD7171,2023-06-15,398826,2023-06-20,Produced,,,31,0.516666667,Operator Error,142,35,Delayed,5
2023-06-16,P02,Chennai,M022,Press,Transmission,Night,745,264475,830,90,83,96,66.68,,,,,,,,37,0.616666667,Software Issue,133,44,,
2023-06-16,P02,Chennai,M023,Press,Engine Parts,Night,895,340100,859,80,84,98,62.89,,,,,,,,40,0.666666667,Material Shortage,176,15,,
2023-06-16,P02,Chennai,M024,Grinder,Suspension,Night,780,282360,822,76,82,95,58.5,ORD7172,2023-06-10,511777,2023-06-20,Processing,,,16,0.266666667,Electrical Fault,109,23,Delayed,9
2023-06-16,P02,Chennai,M025,Drill,Exhaust,Morning,720,294480,819,92,97,98,84.03,,,,,,,,41,0.683333333,Calibration,133,37,,
2023-06-16,P03,Gurgaon,M001,Press,Engine Parts,Morning,844,340976,813,92,89,99,71.11,ORD7173,2023-06-11,231334,2023-06-16,Processing,,,23,0.383333333,Electrical Fault,144,32,Delayed,15
2023-06-16,P03,Gurgaon,M002,Press,Brakes,Night,922,370644,939,79,89,98,64.94,,,,,,,,25,0.416666667,Software Issue,150,22,,
2023-06-16,P03,Gurgaon,M003,Welder,Brakes,Morning,1098,432612,1081,92,96,99,77.61,,,,,,,,40,0.666666667,Operator Error,102,29,,
2023-06-16,P03,Gurgaon,M004,Grinder,Engine Parts,Night,887,315772,878,80,91,97,59.26,,,,,,,,45,0.75,Electrical Fault,177,45,,
2023-06-16,P03,Gurgaon,M005,Welder,Brakes,Morning,884,337688,994,86,88,98,67.31,,,,,,,,28,0.466666667,Material Shortage,197,16,,
2023-06-16,P03,Gurgaon,M006,Drill,Suspension,Night,886,341110,929,84,78,96,51.44,,,,,,,,46,0.766666667,Material Shortage,176,24,,
2023-06-16,P03,Gurgaon,M007,Press,Brakes,Night,726,299112,852,84,89,97,69.3,,,,,,,,41,0.683333333,Quality Check,125,21,,
2023-06-16,P03,Gurgaon,M008,Milling,Engine Parts,Morning,834,323592,825,85,89,96,61.41,,,,,,,,43,0.716666667,Preventive Maintenance,128,34,,
2023-06-16,P03,Gurgaon,M009,Drill,Exhaust,Morning,1145,464870,1109,91,87,98,68.48,ORD7174,2023-06-14,471781,2023-06-19,Shipped,,,28,0.466666667,Preventive Maintenance,181,38,OnTime,2
2023-06-16,P03,Gurgaon,M010,Grinder,Brakes,Morning,1030,416120,1137,87,88,96,72.37,,,,,,,,19,0.316666667,Power Outage,136,23,,
2023-06-16,P03,Gurgaon,M011,Drill,Chassis,Night,913,334158,1009,77,88,97,63.27,,,,,,,,23,0.383333333,Quality Check,193,44,,
2023-06-16,P03,Gurgaon,M012,Press,Chassis,Night,1147,411773,1180,78,89,96,58.46,ORD7175,2023-06-12,452991,2023-06-20,Processing,,,47,0.783333333,Quality Check,101,25,Delayed,12
2023-06-16,P03,Gurgaon,M013,Lathe,Transmission,Night,1082,379782,1032,89,86,96,69.01,,,,,,,,15,0.25,Preventive Maintenance,104,25,,
2023-06-16,P03,Gurgaon,M014,Grinder,Engine Parts,Morning,827,327492,839,87,91,98,65.85,,,,,,,,48,0.8,Calibration,113,15,,
2023-06-16,P03,Gurgaon,M015,Lathe,Transmission,Night,785,306150,811,86,89,95,71.9,,,,,,,,22,0.366666667,Preventive Maintenance,173,22,,
2023-06-16,P03,Gurgaon,M016,Lathe,Exhaust,Night,809,321982,950,76,83,98,54.29,,,,,,,,56,0.933333333,Software Issue,144,23,,
2023-06-16,P03,Gurgaon,M017,Grinder,Transmission,Night,922,381708,931,75,85,97,54.97,,,,,,,,25,0.416666667,Tool Change,194,20,,
2023-06-16,P03,Gurgaon,M018,Press,Transmission,Night,1046,369238,1183,76,78,98,50.76,,,,,,,,20,0.333333333,Software Issue,120,38,,
2023-06-16,P03,Gurgaon,M019,Grinder,Brakes,Morning,981,386514,1080,93,89,99,73.72,,,,,,,,32,0.533333333,Tool Change,168,24,,
2023-06-16,P03,Gurgaon,M020,Welder,Brakes,Morning,1038,396516,1186,85,94,99,72.67,,,,,,,,59,0.983333333,Power Outage,133,36,,
2023-06-16,P03,Gurgaon,M021,Drill,Chassis,Morning,866,321286,835,86,95,96,72.02,,,,,,,,43,0.716666667,Quality Check,177,44,,
2023-06-16,P03,Gurgaon,M022,Welder,Engine Parts,Morning,1078,387002,1038,95,94,97,77.49,,,,,,,,45,0.75,Mechanical Failure,140,30,,
2023-06-16,P03,Gurgaon,M023,Welder,Brakes,Morning,958,372662,917,98,89,96,70.85,,,,,,,,31,0.516666667,Software Issue,124,34,,
2023-06-16,P03,Gurgaon,M024,Drill,Engine Parts,Morning,792,278784,910,92,87,96,67.24,,,,,,,,54,0.9,Power Outage,145,31,,
2023-06-16,P03,Gurgaon,M025,Press,Brakes,Night,928,383264,944,85,89,96,63.63,,,,,,,,15,0.25,Software Issue,145,17,,
2023-06-16,P04,Bengaluru,M001,Press,Suspension,Night,830,313740,973,84,81,95,57.62,,,,,,,,18,0.3,Quality Check,180,33,,
2023-06-16,P04,Bengaluru,M002,CNC,Engine Parts,Morning,903,361200,1013,90,97,96,68.3,,,,,,,,48,0.8,Tool Change,155,40,,
2023-06-16,P04,Bengaluru,M003,Welder,Engine Parts,Night,768,304896,822,86,87,98,68.91,ORD7176,2023-06-14,479768,2023-06-21,Billed,2023-06-14,,32,0.533333333,Power Outage,198,25,OnTime,2
2023-06-16,P04,Bengaluru,M004,Press,Engine Parts,Night,906,350622,1061,80,86,98,63.49,,,,,,,,30,0.5,Mechanical Failure,152,42,,
2023-06-16,P04,Bengaluru,M005,Welder,Suspension,Morning,764,310184,850,91,90,96,65.97,ORD7177,2023-06-10,367676,2023-06-18,Shipped,,,35,0.583333333,Quality Check,102,40,OnTime,6
2023-06-16,P04,Bengaluru,M006,CNC,Brakes,Morning,847,343035,988,97,97,96,87.87,,,,,,,,17,0.283333333,Power Outage,196,15,,
2023-06-16,P04,Bengaluru,M007,Drill,Chassis,Morning,836,303468,835,85,92,99,74.3,,,,,,,,23,0.383333333,Calibration,174,17,,
2023-06-16,P04,Bengaluru,M008,Lathe,Chassis,Night,1008,356832,967,79,81,98,53.05,,,,,,,,40,0.666666667,Power Outage,111,39,,
2023-06-16,P04,Bengaluru,M009,Drill,Transmission,Morning,910,360360,935,87,85,99,70.26,,,,,,,,41,0.683333333,Tool Change,157,25,,
2023-06-16,P04,Bengaluru,M010,Welder,Exhaust,Night,1117,405471,1143,80,91,97,60.83,,,,,,,,23,0.383333333,Material Shortage,197,28,,
2023-06-16,P04,Bengaluru,M011,Milling,Chassis,Morning,996,364536,968,94,97,98,77.18,ORD7178,2023-06-15,253668,2023-06-23,Produced,,,50,0.833333333,Electrical Fault,140,39,Delayed,6
2023-06-16,P04,Bengaluru,M012,Grinder,Exhaust,Morning,955,339980,1031,95,91,98,80.76,,,,,,,,13,0.216666667,Calibration,119,30,,
2023-06-16,P04,Bengaluru,M013,Grinder,Chassis,Night,885,368160,967,80,91,98,63.85,,,,,,,,50,0.833333333,Quality Check,180,37,,
2023-06-16,P04,Bengaluru,M014,CNC,Suspension,Night,907,365521,1049,86,88,97,62.83,,,,,,,,35,0.583333333,Software Issue,168,29,,
2023-06-16,P04,Bengaluru,M015,Lathe,Suspension,Morning,1091,422217,1177,87,85,98,69.59,,,,,,,,11,0.183333333,Quality Check,113,30,,
2023-06-16,P04,Bengaluru,M016,Lathe,Engine Parts,Morning,825,330000,858,89,93,97,68.48,ORD7179,2023-06-14,342272,2023-06-20,Produced,,,29,0.483333333,Material Shortage,139,26,Delayed,7
2023-06-16,P04,Bengaluru,M017,Lathe,Engine Parts,Night,1044,423864,1107,81,80,97,56.05,,,,,,,,46,0.766666667,Power Outage,115,26,,
2023-06-16,P04,Bengaluru,M018,Milling,Engine Parts,Night,953,369764,1039,76,91,96,59.02,ORD7180,2023-06-09,214255,2023-06-15,Shipped,,,55,0.916666667,Material Shortage,140,33,OnTime,7
2023-06-16,P04,Bengaluru,M019,Press,Engine Parts,Morning,1037,397171,1034,88,87,98,60.13,,,,,,,,57,0.95,Material Shortage,143,18,,
2023-06-16,P04,Bengaluru,M020,CNC,Brakes,Night,1083,400710,1074,86,82,95,59.8,,,,,,,,47,0.783333333,Calibration,176,28,,
2023-06-16,P04,Bengaluru,M021,Drill,Transmission,Morning,982,410476,953,95,97,99,81.8,,,,,,,,35,0.583333333,Software Issue,164,23,,
2023-06-16,P04,Bengaluru,M022,Lathe,Suspension,Morning,743,272681,844,98,97,99,83,,,,,,,,44,0.733333333,Software Issue,143,20,,
2023-06-16,P04,Bengaluru,M023,Press,Suspension,Morning,961,344038,946,85,93,99,68.26,ORD7181,2023-06-10,216362,2023-06-17,Processing,,,29,0.483333333,Material Shortage,100,27,Delayed,11
2023-06-16,P04,Bengaluru,M024,Press,Suspension,Morning,838,310060,936,94,87,97,67.9,ORD7182,2023-06-11,453553,2023-06-16,Processing,,,33,0.55,Tool Change,108,44,Delayed,10
2023-06-16,P04,Bengaluru,M025,Lathe,Chassis,Night,956,337468,956,81,82,95,54.84,,,,,,,,35,0.583333333,Quality Check,191,34,,
2023-06-16,P05,Delhi,M001,Grinder,Brakes,Night,991,389463,945,75,86,96,56.28,ORD7183,2023-06-15,289594,2023-06-23,Paid,2023-06-15,2023-06-18,50,0.833333333,Preventive Maintenance,100,42,OnTime,1
2023-06-16,P05,Delhi,M002,Drill,Engine Parts,Night,1065,447300,1194,88,81,98,61.15,,,,,,,,57,0.95,Mechanical Failure,188,17,,
2023-06-16,P05,Delhi,M003,Lathe,Exhaust,Night,1007,360506,999,78,90,96,57.95,ORD7184,2023-06-10,396466,2023-06-16,Shipped,,,23,0.383333333,Mechanical Failure,138,16,OnTime,6
2023-06-16,P05,Delhi,M004,Drill,Engine Parts,Night,908,351396,983,85,82,96,65.25,,,,,,,,21,0.35,Material Shortage,128,36,,
2023-06-16,P05,Delhi,M005,Drill,Transmission,Morning,725,284200,839,89,87,98,71.36,,,,,,,,38,0.633333333,Electrical Fault,119,18,,
2023-06-16,P05,Delhi,M006,Milling,Chassis,Morning,968,367840,941,92,85,98,64.74,,,,,,,,53,0.883333333,Calibration,125,37,,
2023-06-16,P05,Delhi,M007,Grinder,Exhaust,Night,986,353974,941,82,88,95,60.46,ORD7185,2023-06-11,265446,2023-06-16,Produced,,,24,0.4,Software Issue,177,34,Delayed,11
2023-06-16,P05,Delhi,M008,Grinder,Chassis,Night,1029,376614,1172,85,88,97,71.47,,,,,,,,15,0.25,Software Issue,173,21,,
2023-06-16,P05,Delhi,M009,CNC,Transmission,Morning,1206,481194,1162,95,95,96,78.94,,,,,,,,22,0.366666667,Electrical Fault,150,31,,
2023-06-16,P05,Delhi,M010,Grinder,Chassis,Night,991,347841,1120,85,89,96,60.87,,,,,,,,48,0.8,Tool Change,180,32,,
2023-06-16,P05,Delhi,M011,Milling,Suspension,Morning,963,360162,965,96,91,99,82.84,ORD7186,2023-06-11,328587,2023-06-21,Produced,,,33,0.55,Preventive Maintenance,155,27,Delayed,12
2023-06-16,P05,Delhi,M012,CNC,Exhaust,Night,880,310640,863,83,85,98,66.93,ORD7187,2023-06-15,529196,2023-06-20,Produced,,,30,0.5,Operator Error,186,34,Delayed,4
2023-06-16,P05,Delhi,M013,Milling,Transmission,Night,987,403683,969,87,82,95,61.58,,,,,,,,40,0.666666667,Calibration,200,26,,
2023-06-16,P05,Delhi,M014,Milling,Transmission,Night,1127,442911,1173,81,85,96,57.2,,,,,,,,38,0.633333333,Mechanical Failure,144,23,,
2023-06-16,P05,Delhi,M015,Grinder,Transmission,Night,830,327850,869,82,86,95,62.71,,,,,,,,49,0.816666667,Quality Check,147,18,,
2023-06-16,P05,Delhi,M016,CNC,Transmission,Night,942,329700,1099,80,89,95,61.28,,,,,,,,21,0.35,Material Shortage,146,25,,
2023-06-16,P05,Delhi,M017,Grinder,Engine Parts,Night,1152,450432,1119,87,86,95,63.17,,,,,,,,32,0.533333333,Preventive Maintenance,102,36,,
2023-06-16,P05,Delhi,M018,Lathe,Brakes,Night,1011,422598,1112,76,80,96,52,,,,,,,,60,1,Calibration,147,17,,
2023-06-16,P05,Delhi,M019,Press,Brakes,Night,1201,481601,1178,80,80,95,54.14,,,,,,,,29,0.483333333,Power Outage,181,42,,
2023-06-16,P05,Delhi,M020,Welder,Suspension,Morning,877,327998,1007,85,86,96,60.45,,,,,,,,36,0.6,Software Issue,102,37,,
2023-06-16,P05,Delhi,M021,Welder,Transmission,Night,1016,365760,1093,78,89,98,67.26,ORD7188,2023-06-11,203932,2023-06-19,Paid,2023-06-14,2023-06-18,12,0.2,Tool Change,187,26,OnTime,5
2023-06-16,P05,Delhi,M022,Milling,Brakes,Morning,914,361944,1035,96,96,98,84.04,,,,,,,,37,0.616666667,Quality Check,176,22,,
