Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE
09-06-2023,P05,Delhi,M023,Grinder,Chassis,Morning,952,350336,1055,91,93,99,72
09-06-2023,P05,Delhi,M024,Press,Exhaust,Night,1097,427830,1167,90,91,96,73.53
09-06-2023,P05,Delhi,M025,Lathe,Suspension,Morning,891,352836,908,97,89,96,76.52
10-06-2023,P01,Pune,M001,Milling,Chassis,Night,912,344736,939,75,90,96,57.04
10-06-2023,P01,Pune,M002,Drill,Suspension,Night,1042,399086,1044,75,87,97,62.44
10-06-2023,P01,Pune,M003,Welder,Suspension,Night,1041,378924,1041,90,85,95,67.41
10-06-2023,P01,Pune,M004,Lathe,Transmission,Night,1010,399960,1142,75,79,97,56.47
10-06-2023,P01,Pune,M005,Milling,Transmission,Night,647,252977,1079,87,81,97,49.54
10-06-2023,P01,Pune,M006,Welder,Chassis,Night,1140,401280,1182,77,84,96,52.2
10-06-2023,P01,Pune,M007,Welder,Transmission,Morning,988,402116,995,90,96,96,78.11
10-06-2023,P01,Pune,M008,Press,Brakes,Morning,865,307075,999,91,90,99,68.83
10-06-2023,P01,Pune,M009,Welder,Exhaust,Morning,830,332000,808,93,93,98,76.06
10-06-2023,P01,Pune,M010,Press,Transmission,Night,845,346450,854,81,82,97,57.24
10-06-2023,P01,Pune,M011,Welder,Brakes,Morning,1239,477015,1189,98,86,97,75.02
10-06-2023,P01,Pune,M012,Press,Chassis,Night,1059,403479,1148,81,84,98,55.37
10-06-2023,P01,Pune,M013,Milling,Engine Parts,Morning,1019,387220,1061,86,91,99,75.15
10-06-2023,P01,Pune,M014,Welder,Chassis,Night,850,310250,939,89,89,97,73.43
10-06-2023,P01,Pune,M015,Welder,Suspension,Night,986,410176,989,81,79,97,60.79
10-06-2023,P01,Pune,M016,Press,Brakes,Morning,940,336520,1037,87,94,97,69.43
10-06-2023,P01,Pune,M017,CNC,Engine Parts,Morning,857,328231,841,87,96,98,74.11
10-06-2023,P01,Pune,M018,CNC,Transmission,Morning,884,324428,1010,97,86,99,80.71
10-06-2023,P01,Pune,M019,Drill,Transmission,Morning,907,363707,1039,94,94,97,73.02
10-06-2023,P01,Pune,M020,Lathe,Transmission,Morning,859,350472,854,92,85,98,65.22
10-06-2023,P01,Pune,M021,Press,Transmission,Night,937,374800,1051,88,87,98,60.29
10-06-2023,P01,Pune,M022,Grinder,Brakes,Night,1034,378444,1006,79,86,95,58.28
10-06-2023,P01,Pune,M023,Press,Exhaust,Morning,792,317592,866,87,90,99,76.77
10-06-2023,P01,Pune,M024,CNC,Chassis,Morning,707,272902,813,94,97,97,75.98
10-06-2023,P01,Pune,M025,Drill,Transmission,Night,837,302994,950,83,81,98,56.44
10-06-2023,P02,Chennai,M001,Milling,Engine Parts,Night,1008,387072,1133,78,88,98,63.45
10-06-2023,P02,Chennai,M002,Welder,Chassis,Morning,1018,404146,1121,86,89,99,67.75
10-06-2023,P02,Chennai,M003,Press,Exhaust,Morning,944,339840,943,93,89,96,74
10-06-2023,P02,Chennai,M004,Milling,Exhaust,Morning,1046,402710,1194,98,85,96,78.51
10-06-2023,P02,Chennai,M005,CNC,Suspension,Night,858,349206,913,84,82,96,63.79
10-06-2023,P02,Chennai,M006,Press,Brakes,Night,713,298034,838,81,87,98,64.05
10-06-2023,P02,Chennai,M007,Drill,Suspension,Morning,878,338030,935,85,88,99,68.6
10-06-2023,P02,Chennai,M008,Lathe,Brakes,Morning,823,288050,882,92,91,99,77.52
10-06-2023,P02,Chennai,M009,Grinder,Chassis,Night,980,356720,937,75,83,96,57.06
10-06-2023,P02,Chennai,M010,Welder,Brakes,Night,1031,363943,1011,90,81,98,62.54
10-06-2023,P02,Chennai,M011,Press,Brakes,Morning,1187,434442,1180,87,97,96,70.88
10-06-2023,P02,Chennai,M012,CNC,Engine Parts,Night,1028,431760,1016,75,90,98,59.85
10-06-2023,P02,Chennai,M013,Grinder,Brakes,Night,1010,377740,1182,83,91,96,66.51
10-06-2023,P02,Chennai,M014,Drill,Chassis,Morning,764,278096,893,98,87,99,77.7
10-06-2023,P02,Chennai,M015,Lathe,Suspension,Night,891,361746,951,82,90,96,61.91
10-06-2023,P02,Chennai,M016,Press,Transmission,Night,877,337645,934,90,92,97,73.5
10-06-2023,P02,Chennai,M017,CNC,Suspension,Morning,1125,441000,1194,86,93,98,67.91
10-06-2023,P02,Chennai,M018,Milling,Engine Parts,Morning,1070,426930,1029,95,86,98,71.88
10-06-2023,P02,Chennai,M019,Milling,Engine Parts,Morning,834,335268,914,98,85,98,76.7
10-06-2023,P02,Chennai,M020,Drill,Transmission,Morning,1033,405969,990,85,97,97,75.09
10-06-2023,P02,Chennai,M021,Lathe,Suspension,Morning,1036,377104,1192,90,93,96,68.06
10-06-2023,P02,Chennai,M022,Press,Engine Parts,Night,940,391980,1097,75,78,98,53.89
10-06-2023,P02,Chennai,M023,Press,Brakes,Night,813,294306,800,79,84,98,63.37
10-06-2023,P02,Chennai,M024,Grinder,Transmission,Morning,783,294408,829,90,95,97,73.24
10-06-2023,P02,Chennai,M025,Drill,Brakes,Morning,801,285957,880,93,92,96,73.62
10-06-2023,P03,Gurgaon,M001,Press,Transmission,Night,811,325211,881,85,92,96,65.81
10-06-2023,P03,Gurgaon,M002,Press,Brakes,Night,1115,449345,1173,76,78,96,47.22
10-06-2023,P03,Gurgaon,M003,Welder,Chassis,Night,936,361296,1079,80,80,98,57.07
10-06-2023,P03,Gurgaon,M004,Grinder,Brakes,Night,764,317060,864,78,79,96,49.4
10-06-2023,P03,Gurgaon,M005,Welder,Suspension,Morning,988,387296,1024,86,86,96,65.52
10-06-2023,P03,Gurgaon,M006,Drill,Engine Parts,Morning,860,301000,823,95,93,97,75.04
10-06-2023,P03,Gurgaon,M007,Press,Chassis,Night,1039,383391,1175,87,84,95,62.71
10-06-2023,P03,Gurgaon,M008,Milling,Suspension,Morning,1189,497002,1135,88,96,98,75.14
10-06-2023,P03,Gurgaon,M009,Drill,Suspension,Morning,921,370242,937,95,96,98,76.78
10-06-2023,P03,Gurgaon,M010,Grinder,Chassis,Morning,1027,389233,1189,95,89,99,72.1
10-06-2023,P03,Gurgaon,M011,Drill,Suspension,Morning,1084,426012,1175,92,89,98,81.25
10-06-2023,P03,Gurgaon,M012,Press,Transmission,Morning,922,386318,992,88,89,96,69.53
10-06-2023,P03,Gurgaon,M013,Lathe,Chassis,Morning,1045,409640,1074,93,89,97,73.56
10-06-2023,P03,Gurgaon,M014,Grinder,Brakes,Morning,1024,395264,1027,89,91,98,78.44
10-06-2023,P03,Gurgaon,M015,Lathe,Transmission,Night,843,318654,941,82,87,98,56.79
10-06-2023,P03,Gurgaon,M016,Lathe,Suspension,Night,850,357000,966,85,82,97,66.57
10-06-2023,P03,Gurgaon,M017,Grinder,Brakes,Night,942,388104,1053,75,81,97,56.37
10-06-2023,P03,Gurgaon,M018,Press,Exhaust,Night,1032,387000,1173,77,78,98,49.87
10-06-2023,P03,Gurgaon,M019,Grinder,Brakes,Night,843,318654,897,87,88,98,72.33
10-06-2023,P03,Gurgaon,M020,Welder,Engine Parts,Night,900,365400,1012,82,84,98,62.71
10-06-2023,P03,Gurgaon,M021,Drill,Suspension,Night,735,282975,858,85,90,96,67.17
10-06-2023,P03,Gurgaon,M022,Welder,Transmission,Night,888,318792,949,81,79,95,49.73
10-06-2023,P03,Gurgaon,M023,Welder,Engine Parts,Night,918,379134,966,88,92,98,73.27
10-06-2023,P03,Gurgaon,M024,Drill,Transmission,Night,1055,433605,1105,77,89,98,56.63
10-06-2023,P03,Gurgaon,M025,Press,Transmission,Night,1126,429006,1176,88,82,97,61.64
10-06-2023,P04,Bengaluru,M001,Press,Chassis,Night,1069,383771,1061,80,84,97,63.96
10-06-2023,P04,Bengaluru,M002,CNC,Engine Parts,Morning,1170,437580,1199,97,94,98,85.07
10-06-2023,P04,Bengaluru,M003,Welder,Suspension,Night,1120,425600,1183,84,88,95,58.94
10-06-2023,P04,Bengaluru,M004,Press,Engine Parts,Night,791,293461,832,84,84,98,61.64
10-06-2023,P04,Bengaluru,M005,Welder,Engine Parts,Morning,785,284955,924,85,95,97,75
10-06-2023,P04,Bengaluru,M006,CNC,Exhaust,Night,965,375385,955,89,91,95,68.09
10-06-2023,P04,Bengaluru,M007,Drill,Chassis,Night,793,306891,892,89,83,97,68.25
10-06-2023,P04,Bengaluru,M008,Lathe,Chassis,Morning,1101,398562,1101,95,96,99,80.74
10-06-2023,P04,Bengaluru,M009,Drill,Exhaust,Night,968,370744,1007,75,86,95,55.03
10-06-2023,P04,Bengaluru,M010,Welder,Suspension,Morning,1023,419430,985,89,90,96,74.89
10-06-2023,P04,Bengaluru,M011,Milling,Exhaust,Morning,973,340550,956,98,90,98,76.85
10-06-2023,P04,Bengaluru,M012,Grinder,Engine Parts,Morning,1007,374604,962,89,96,96,81.81
10-06-2023,P04,Bengaluru,M013,Grinder,Transmission,Night,980,393960,977,85,89,95,69.6
10-06-2023,P04,Bengaluru,M014,CNC,Transmission,Night,804,332052,830,85,90,98,63.62
10-06-2023,P04,Bengaluru,M015,Lathe,Brakes,Night,747,263691,856,83,78,95,50.92
10-06-2023,P04,Bengaluru,M016,Lathe,Chassis,Morning,1200,450000,1196,86,97,99,74.69
10-06-2023,P04,Bengaluru,M017,Lathe,Exhaust,Night,1047,384249,1124,87,82,98,64.51
10-06-2023,P04,Bengaluru,M018,Milling,Brakes,Morning,979,378873,1143,94,97,97,70.77
10-06-2023,P04,Bengaluru,M019,Press,Transmission,Night,1054,442680,1135,76,81,96,54.59
10-06-2023,P04,Bengaluru,M020,CNC,Suspension,Morning,957,384714,987,98,89,96,83.14
10-06-2023,P04,Bengaluru,M021,Drill,Exhaust,Night,1003,364089,1040,78,85,97,59.27
10-06-2023,P04,Bengaluru,M022,Lathe,Chassis,Morning,934,328768,964,89,88,97,74.1
10-06-2023,P04,Bengaluru,M023,Press,Exhaust,Night,941,338760,1023,75,80,97,51.73
10-06-2023,P04,Bengaluru,M024,Press,Chassis,Morning,1100,389400,1190,88,97,96,79.17
10-06-2023,P04,Bengaluru,M025,Lathe,Transmission,Morning,1038,400668,1046,88,87,96,65.31
10-06-2023,P05,Delhi,M001,Grinder,Suspension,Night,974,341874,1032,77,78,97,58.75
10-06-2023,P05,Delhi,M002,Drill,Transmission,Night,791,307699,858,82,89,96,66.38
10-06-2023,P05,Delhi,M003,Lathe,Engine Parts,Night,1092,425880,1116,87,80,97,58.35
10-06-2023,P05,Delhi,M004,Drill,Brakes,Night,918,349758,1065,88,80,95,62.25
10-06-2023,P05,Delhi,M005,Drill,Exhaust,Night,1078,430122,1093,83,81,96,52.69
10-06-2023,P05,Delhi,M006,Milling,Chassis,Morning,1073,448514,1135,87,86,98,62.62
10-06-2023,P05,Delhi,M007,Grinder,Engine Parts,Night,1190,454580,1177,82,90,96,63.15
10-06-2023,P05,Delhi,M008,Grinder,Suspension,Night,975,375375,1117,87,89,96,65.34
10-06-2023,P05,Delhi,M009,CNC,Engine Parts,Morning,977,395685,978,88,89,96,71.52
10-06-2023,P05,Delhi,M010,Grinder,Chassis,Morning,893,367023,974,87,93,96,63.23
10-06-2023,P05,Delhi,M011,Milling,Transmission,Morning,948,338436,934,96,92,96,81.87
10-06-2023,P05,Delhi,M012,CNC,Brakes,Morning,1019,379068,1066,96,85,97,80.27
10-06-2023,P05,Delhi,M013,Milling,Exhaust,Morning,898,369976,1003,89,88,96,73.4
10-06-2023,P05,Delhi,M014,Milling,Transmission,Night,887,321981,889,83,84,97,67.36
10-06-2023,P05,Delhi,M015,Grinder,Transmission,Morning,1063,395436,1086,96,87,99,69.66
10-06-2023,P05,Delhi,M016,CNC,Chassis,Night,906,380520,976,82,85,96,65.79
10-06-2023,P05,Delhi,M017,Grinder,Exhaust,Morning,1022,359744,1003,93,92,98,74.77
10-06-2023,P05,Delhi,M018,Lathe,Exhaust,Night,964,371140,1135,88,86,95,65.7
10-06-2023,P05,Delhi,M019,Press,Suspension,Morning,1050,414750,1044,92,96,99,82.02
10-06-2023,P05,Delhi,M020,Welder,Suspension,Night,804,315168,870,77,82,98,52.59
10-06-2023,P05,Delhi,M021,Welder,Suspension,Night,809,330881,877,77,92,98,68.23
10-06-2023,P05,Delhi,M022,Milling,Engine Parts,Morning,849,327714,876,98,92,98,79.08
10-06-2023,P05,Delhi,M023,Grinder,Engine Parts,Morning,946,380292,1003,90,96,96,82.74
10-06-2023,P05,Delhi,M024,Press,Suspension,Night,801,334017,847,83,79,95,58.58
10-06-2023,P05,Delhi,M025,Lathe,Brakes,Night,868,354144,975,85,86,98,61.76
11-06-2023,P01,Pune,M001,Milling,Brakes,Morning,1160,443120,1178,88,92,98,65.4
11-06-2023,P01,Pune,M002,Drill,Exhaust,Morning,1015,361340,1015,88,97,98,75.63
11-06-2023,P01,Pune,M003,Welder,Brakes,Night,1006,399382,1058,88,92,95,68.8
11-06-2023,P01,Pune,M004,Lathe,Brakes,Night,1082,399258,1071,77,85,95,57.46
11-06-2023,P01,Pune,M005,Milling,Brakes,Night,670,276710,1117,75,80,97,38.61
11-06-2023,P01,Pune,M006,Welder,Brakes,Night,1086,387702,1175,87,80,95,62.17
11-06-2023,P01,Pune,M007,Welder,Suspension,Morning,844,310592,805,89,97,96,70.46
11-06-2023,P01,Pune,M008,Press,Transmission,Night,732,274500,853,88,79,96,56.3
11-06-2023,P01,Pune,M009,Welder,Chassis,Night,1147,447330,1104,76,89,97,65.21
11-06-2023,P01,Pune,M010,Press,Exhaust,Night,825,320100,824,81,90,97,70.86
11-06-2023,P01,Pune,M011,Welder,Engine Parts,Night,1114,436688,1156,79,88,96,67.48
11-06-2023,P01,Pune,M012,Press,Chassis,Night,822,323046,895,83,91,95,62.63
11-06-2023,P01,Pune,M013,Milling,Chassis,Night,1059,434190,1189,75,88,95,58.09
11-06-2023,P01,Pune,M014,Welder,Transmission,Morning,1015,386715,1041,92,87,99,76.19
11-06-2023,P01,Pune,M015,Welder,Brakes,Night,1070,390550,1081,87,84,98,64.65
11-06-2023,P01,Pune,M016,Press,Transmission,Night,991,403337,947,79,83,97,61.96
11-06-2023,P01,Pune,M017,CNC,Chassis,Night,738,307746,822,90,83,97,66.71
11-06-2023,P01,Pune,M018,CNC,Engine Parts,Morning,923,360893,1058,97,88,97,70.41
11-06-2023,P01,Pune,M019,Drill,Engine Parts,Night,1072,405216,1145,86,84,96,64.64
11-06-2023,P01,Pune,M020,Lathe,Chassis,Night,885,347805,940,75,80,98,50.56
11-06-2023,P01,Pune,M021,Press,Chassis,Morning,999,398601,1117,98,95,98,83.29
11-06-2023,P01,Pune,M022,Grinder,Exhaust,Night,997,416746,960,77,80,95,50.82
11-06-2023,P01,Pune,M023,Press,Suspension,Night,1134,475146,1097,77,79,96,54.03
11-06-2023,P01,Pune,M024,CNC,Suspension,Night,1153,470424,1123,82,84,96,66.18
11-06-2023,P01,Pune,M025,Drill,Engine Parts,Night,1116,438588,1092,76,90,95,59.89
11-06-2023,P02,Chennai,M001,Milling,Chassis,Morning,750,309000,855,96,97,99,83.83
11-06-2023,P02,Chennai,M002,Welder,Exhaust,Morning,883,342604,962,86,97,96,71.13
11-06-2023,P02,Chennai,M003,Press,Chassis,Night,1097,428927,1115,84,82,95,60.26
11-06-2023,P02,Chennai,M004,Milling,Exhaust,Night,886,316302,962,80,91,98,70.82
11-06-2023,P02,Chennai,M005,CNC,Brakes,Night,990,349470,960,79,86,95,53.82
11-06-2023,P02,Chennai,M006,Press,Suspension,Night,1051,374156,1193,85,84,98,64.02
11-06-2023,P02,Chennai,M007,Drill,Chassis,Morning,1013,383927,1108,86,96,98,67.94
11-06-2023,P02,Chennai,M008,Lathe,Engine Parts,Night,835,302270,916,79,86,95,59
11-06-2023,P02,Chennai,M009,Grinder,Chassis,Morning,884,343876,866,92,94,99,69.13
11-06-2023,P02,Chennai,M010,Welder,Suspension,Night,838,320954,836,86,89,98,70.59
11-06-2023,P02,Chennai,M011,Press,Transmission,Night,943,375314,1050,82,92,96,61.53
11-06-2023,P02,Chennai,M012,CNC,Exhaust,Morning,760,318440,815,95,92,96,74.51
11-06-2023,P02,Chennai,M013,Grinder,Brakes,Night,963,352458,945,89,87,96,72.02
11-06-2023,P02,Chennai,M014,Drill,Exhaust,Morning,933,348942,891,91,88,96,73.22
11-06-2023,P02,Chennai,M015,Lathe,Chassis,Night,965,355120,951,79,90,98,60.16
11-06-2023,P02,Chennai,M016,Press,Exhaust,Morning,1099,452788,1059,87,95,97,68.15
11-06-2023,P02,Chennai,M017,CNC,Chassis,Morning,899,319145,882,85,94,96,64.91
11-06-2023,P02,Chennai,M018,Milling,Chassis,Morning,1052,372408,1012,92,95,98,79.38
11-06-2023,P02,Chennai,M019,Milling,Suspension,Night,1165,439205,1139,78,87,97,56.11
11-06-2023,P02,Chennai,M020,Drill,Transmission,Morning,1080,446040,1130,93,89,96,70.49
11-06-2023,P02,Chennai,M021,Lathe,Engine Parts,Night,920,346840,969,87,86,96,63.34
11-06-2023,P02,Chennai,M022,Press,Exhaust,Morning,935,340340,925,86,85,96,66.83
11-06-2023,P02,Chennai,M023,Press,Chassis,Night,969,343026,956,80,79,95,54.45
11-06-2023,P02,Chennai,M024,Grinder,Brakes,Morning,798,316806,869,91,88,97,67.69
11-06-2023,P02,Chennai,M025,Drill,Transmission,Night,941,338760,906,89,86,97,72.87
11-06-2023,P03,Gurgaon,M001,Press,Exhaust,Night,1011,364971,1003,83,80,98,53.74
11-06-2023,P03,Gurgaon,M002,Press,Exhaust,Morning,955,337115,1010,95,87,98,78.91
11-06-2023,P03,Gurgaon,M003,Welder,Transmission,Morning,796,297704,895,92,89,96,67.5
11-06-2023,P03,Gurgaon,M004,Grinder,Transmission,Morning,851,345506,862,96,89,97,79.88
11-06-2023,P03,Gurgaon,M005,Welder,Chassis,Night,858,334620,848,75,80,96,55.45
11-06-2023,P03,Gurgaon,M006,Drill,Engine Parts,Morning,980,394940,1118,86,88,98,75.66
11-06-2023,P03,Gurgaon,M007,Press,Chassis,Morning,741,280839,839,86,90,97,66.41
11-06-2023,P03,Gurgaon,M008,Milling,Brakes,Night,697,272527,801,76,89,97,55.84
11-06-2023,P03,Gurgaon,M009,Drill,Chassis,Morning,845,305045,896,96,87,98,71.7
11-06-2023,P03,Gurgaon,M010,Grinder,Brakes,Morning,877,346415,1010,95,86,98,75.53
11-06-2023,P03,Gurgaon,M011,Drill,Transmission,Morning,990,366300,1027,90,90,99,78.07
11-06-2023,P03,Gurgaon,M012,Press,Transmission,Morning,768,281856,871,91,90,98,69.34
11-06-2023,P03,Gurgaon,M013,Lathe,Exhaust,Night,842,312382,817,77,86,96,57.41
11-06-2023,P03,Gurgaon,M014,Grinder,Exhaust,Night,979,368104,964,79,90,95,61.32
11-06-2023,P03,Gurgaon,M015,Lathe,Chassis,Morning,1098,443592,1191,91,91,99,79.54
11-06-2023,P03,Gurgaon,M016,Lathe,Engine Parts,Night,992,375968,980,79,81,96,60.11
11-06-2023,P03,Gurgaon,M017,Grinder,Suspension,Morning,859,305804,874,91,94,98,66.57
11-06-2023,P03,Gurgaon,M018,Press,Chassis,Night,1038,425580,1055,77,90,95,61.52
11-06-2023,P03,Gurgaon,M019,Grinder,Suspension,Night,825,325875,869,88,91,96,68.11
11-06-2023,P03,Gurgaon,M020,Welder,Suspension,Morning,780,323700,866,88,95,98,70.84
11-06-2023,P03,Gurgaon,M021,Drill,Engine Parts,Morning,692,242892,802,88,87,98,67.31
11-06-2023,P03,Gurgaon,M022,Welder,Engine Parts,Morning,994,407540,1134,87,95,99,76.46
11-06-2023,P03,Gurgaon,M023,Welder,Transmission,Morning,1063,416696,1166,87,91,96,66.77
11-06-2023,P03,Gurgaon,M024,Drill,Suspension,Night,1026,387828,1061,87,92,97,70.13
11-06-2023,P03,Gurgaon,M025,Press,Transmission,Morning,831,290850,814,97,96,96,79.55
11-06-2023,P04,Bengaluru,M001,Press,Exhaust,Morning,821,295560,862,92,85,99,66.88
11-06-2023,P04,Bengaluru,M002,CNC,Chassis,Morning,1086,408336,1184,92,88,99,69.7
11-06-2023,P04,Bengaluru,M003,Welder,Exhaust,Morning,1082,419816,1126,96,90,98,78.06
11-06-2023,P04,Bengaluru,M004,Press,Transmission,Night,779,317832,804,86,91,97,73.18
11-06-2023,P04,Bengaluru,M005,Welder,Engine Parts,Night,1078,427966,1145,80,79,98,52.86
11-06-2023,P04,Bengaluru,M006,CNC,Transmission,Night,905,317655,904,84,81,98,58.28
11-06-2023,P04,Bengaluru,M007,Drill,Brakes,Morning,914,360116,898,89,93,96,74.1
11-06-2023,P04,Bengaluru,M008,Lathe,Suspension,Morning,1050,407400,1188,93,92,96,72.02
11-06-2023,P04,Bengaluru,M009,Drill,Brakes,Morning,894,374586,862,97,92,98,78.9
11-06-2023,P04,Bengaluru,M010,Welder,Transmission,Night,822,317292,807,75,80,97,48.6
11-06-2023,P04,Bengaluru,M011,Milling,Brakes,Morning,901,369410,990,86,96,96,65.98
11-06-2023,P04,Bengaluru,M012,Grinder,Suspension,Night,1028,405032,1022,81,89,95,61.08
11-06-2023,P04,Bengaluru,M013,Grinder,Engine Parts,Night,866,321286,919,85,89,95,63.52
11-06-2023,P04,Bengaluru,M014,CNC,Exhaust,Night,1041,374760,1115,78,83,97,57.15
11-06-2023,P04,Bengaluru,M015,Lathe,Suspension,Morning,703,255189,818,85,94,96,63.84
11-06-2023,P04,Bengaluru,M016,Lathe,Chassis,Night,966,347760,1007,82,90,97,67.17
11-06-2023,P04,Bengaluru,M017,Lathe,Chassis,Morning,1148,436240,1158,95,89,98,72.7
11-06-2023,P04,Bengaluru,M018,Milling,Brakes,Night,1193,493902,1178,84,79,98,59.39
11-06-2023,P04,Bengaluru,M019,Press,Exhaust,Night,783,274050,876,76,84,98,55.42
11-06-2023,P04,Bengaluru,M020,CNC,Chassis,Night,875,311500,1000,82,80,97,55.48
11-06-2023,P04,Bengaluru,M021,Drill,Transmission,Morning,880,314160,982,96,89,97,68.53
11-06-2023,P04,Bengaluru,M022,Lathe,Engine Parts,Morning,1025,429475,1014,98,93,96,75.08
11-06-2023,P04,Bengaluru,M023,Press,Brakes,Morning,1013,373797,1025,97,89,96,68
11-06-2023,P04,Bengaluru,M024,Press,Transmission,Morning,877,343784,881,94,89,97,74.39
11-06-2023,P04,Bengaluru,M025,Lathe,Transmission,Morning,740,302660,855,96,86,96,68.46
11-06-2023,P05,Delhi,M001,Grinder,Suspension,Night,834,296070,893,81,87,98,63
11-06-2023,P05,Delhi,M002,Drill,Engine Parts,Night,1073,380915,1103,85,84,96,67.33
11-06-2023,P05,Delhi,M003,Lathe,Brakes,Morning,717,261705,830,98,92,99,77.45
11-06-2023,P05,Delhi,M004,Drill,Transmission,Night,967,368427,1024,77,88,95,57.85
11-06-2023,P05,Delhi,M005,Drill,Suspension,Morning,782,321402,804,92,88,97,75.15
11-06-2023,P05,Delhi,M006,Milling,Suspension,Morning,954,390186,1051,97,97,98,83.94
11-06-2023,P05,Delhi,M007,Grinder,Chassis,Morning,872,307816,875,87,87,97,69.08
11-06-2023,P05,Delhi,M008,Grinder,Engine Parts,Morning,1030,404790,1050,86,86,96,61.88
11-06-2023,P05,Delhi,M009,CNC,Suspension,Morning,1015,366415,981,97,86,96,76.74
11-06-2023,P05,Delhi,M010,Grinder,Chassis,Night,940,329000,1102,86,79,96,57.65
11-06-2023,P05,Delhi,M011,Milling,Exhaust,Night,825,303600,914,83,84,98,66.12
11-06-2023,P05,Delhi,M012,CNC,Exhaust,Morning,948,397212,928,89,95,99,70.4
11-06-2023,P05,Delhi,M013,Milling,Brakes,Night,922,328232,933,89,86,95,64
11-06-2023,P05,Delhi,M014,Milling,Chassis,Night,946,355696,914,86,90,97,73.49
11-06-2023,P05,Delhi,M015,Grinder,Exhaust,Night,1078,379456,1077,90,84,97,70.62
11-06-2023,P05,Delhi,M016,CNC,Engine Parts,Night,1206,437778,1180,81,91,95,67.49
11-06-2023,P05,Delhi,M017,Grinder,Chassis,Night,1030,395520,987,81,85,96,60.82
11-06-2023,P05,Delhi,M018,Lathe,Suspension,Morning,873,314280,974,86,93,97,63.3
11-06-2023,P05,Delhi,M019,Press,Brakes,Morning,845,324480,939,96,92,98,85.17
11-06-2023,P05,Delhi,M020,Welder,Transmission,Night,1067,404393,1143,87,81,97,64.01
11-06-2023,P05,Delhi,M021,Welder,Chassis,Night,797,278950,855,76,80,96,51.94
11-06-2023,P05,Delhi,M022,Milling,Exhaust,Night,746,284972,855,86,82,98,59.98
11-06-2023,P05,Delhi,M023,Grinder,Suspension,Morning,740,262700,830,87,86,96,70.75
11-06-2023,P05,Delhi,M024,Press,Transmission,Night,825,314325,943,84,81,98,63.98
11-06-2023,P05,Delhi,M025,Lathe,Chassis,Night,1068,425064,1184,79,78,98,57.51
12-06-2023,P01,Pune,M001,Milling,Engine Parts,Morning,1031,424772,1021,86,97,97,71.28
12-06-2023,P01,Pune,M002,Drill,Brakes,Morning,1169,432530,1123,93,85,96,72.56
12-06-2023,P01,Pune,M003,Welder,Suspension,Night,765,274635,864,89,87,98,71.34
12-06-2023,P01,Pune,M004,Lathe,Transmission,Night,909,336330,902,90,87,97,63.86
12-06-2023,P01,Pune,M005,Milling,Transmission,Night,501,204408,836,85,85,96,47.46
12-06-2023,P01,Pune,M006,Welder,Transmission,Morning,993,407130,1032,85,88,99,67.17
12-06-2023,P01,Pune,M007,Welder,Brakes,Night,979,353419,1122,89,84,97,63.99
12-06-2023,P01,Pune,M008,Press,Suspension,Morning,1070,434420,1053,87,89,98,65.43
12-06-2023,P01,Pune,M009,Welder,Chassis,Morning,1236,495636,1194,92,86,99,72.91
12-06-2023,P01,Pune,M010,Press,Brakes,Night,1038,431808,1166,89,78,98,61.26
12-06-2023,P01,Pune,M011,Welder,Engine Parts,Night,884,326196,851,89,90,95,66.37
12-06-2023,P01,Pune,M012,Press,Exhaust,Morning,835,337340,874,90,95,96,74.04
12-06-2023,P01,Pune,M013,Milling,Brakes,Morning,1171,487136,1139,95,86,98,75.37
12-06-2023,P01,Pune,M014,Welder,Engine Parts,Morning,1100,457600,1131,90,85,99,71.96
12-06-2023,P01,Pune,M015,Welder,Chassis,Morning,1058,433780,1013,96,96,99,84.67
12-06-2023,P01,Pune,M016,Press,Brakes,Night,997,398800,986,75,84,96,52.44
12-06-2023,P01,Pune,M017,CNC,Exhaust,Morning,1045,431585,1083,85,97,98,70.8
12-06-2023,P01,Pune,M018,CNC,Engine Parts,Night,894,323628,952,77,89,95,58.07
12-06-2023,P01,Pune,M019,Drill,Brakes,Night,861,325458,920,85,82,95,55.97
12-06-2023,P01,Pune,M020,Lathe,Chassis,Night,1181,419255,1196,89,90,97,63.74
12-06-2023,P01,Pune,M021,Press,Exhaust,Night,977,406432,1043,82,85,98,64.26
12-06-2023,P01,Pune,M022,Grinder,Transmission,Morning,728,285376,843,91,94,96,71.21
12-06-2023,P01,Pune,M023,Press,Chassis,Morning,1010,415110,1014,86,91,96,62.55
12-06-2023,P01,Pune,M024,CNC,Engine Parts,Night,695,284255,809,89,90,95,67.85
12-06-2023,P01,Pune,M025,Drill,Engine Parts,Morning,855,321480,939,91,90,96,69.35
12-06-2023,P02,Chennai,M001,Milling,Exhaust,Morning,799,315605,802,88,91,97,73.87
12-06-2023,P02,Chennai,M002,Welder,Brakes,Night,932,380256,983,81,81,97,62.44
12-06-2023,P02,Chennai,M003,Press,Suspension,Night,918,383724,1047,83,81,98,61.03
12-06-2023,P02,Chennai,M004,Milling,Suspension,Night,1128,463608,1145,87,84,95,62.98
